SalePrice,GrLivArea,Neighborhood,OverallQual,YearBuilt
133500,864,CollgCr,5,1972
240000,2358,ClearCr,6,1908
187000,1855,Veenker,6,1976
131500,848,CollgCr,6,2003
215000,1456,Blmngtn,8,2003
164000,1646,Crawfor,7,1941
158000,1445,NAmes,6,1964
170000,1779,Sawyer,5,1955
127000,1040,Sawyer,5,1962
147000,1026,CollgCr,6,1978
174000,1481,Gilbert,6,1994
152000,1370,NWAmes,7,1976
250000,2654,NWAmes,6,1968
189950,1426,Crawfor,7,1918
131500,1039,Sawyer,5,1965
152000,1097,SawyerW,6,1984
132500,1148,NAmes,5,1959
250580,1372,Somerst,7,2007
148500,1002,NAmes,5,1970
248900,1646,Timber,8,2006
129000,1120,Sawyer,4,1961
169000,2320,Gilbert,5,1948
236000,1949,SawyerW,7,1993
109500,894,NAmes,5,1962
200500,1682,CollgCr,6,1998
116000,910,NAmes,5,1953
133000,1268,NAmes,5,1949
66500,1131,OldTown,5,1941
303477,2610,Somerst,8,2007
132250,1040,Mitchel,4,1963
350000,2224,NridgHt,9,2004
148000,1155,Sawyer,5,1961
136500,864,CollgCr,5,1978
157000,1090,Edwards,5,2005
187500,1717,Timber,7,1990
178000,1593,Gilbert,6,1992
118500,2230,SWISU,4,1912
100000,892,NAmes,5,1967
328900,1709,Somerst,9,1999
145000,1712,NAmes,5,1959
135500,1393,Edwards,5,1955
268000,2217,NAmes,8,1970
149500,1505,NAmes,6,1953
122900,924,NAmes,5,1949
172500,1683,Sawyer,6,1978
154500,1068,Sawyer,6,1963
165000,1383,Sawyer,5,1954
118858,1535,SawyerW,5,1979
140000,1796,NAmes,6,1963
106500,951,IDOTRR,4,1936
142953,2240,SawyerW,5,1979
611657,2364,NridgHt,9,2009
135000,1236,Sawyer,5,1961
110000,858,NAmes,4,1971
153000,1306,NAmes,5,1957
180000,1509,Gilbert,7,2003
240000,1670,Gilbert,7,2006
125500,902,Sawyer,5,1967
128000,1063,NAmes,5,1954
255000,1636,Somerst,8,2006
250000,2057,Crawfor,7,1936
131000,902,Mitchel,5,1983
174000,1484,Gilbert,6,2005
154300,2274,NAmes,5,1960
143500,1268,CollgCr,5,1977
88000,1015,BrkSide,5,1925
145000,2002,Crawfor,5,1949
173733,1224,Somerst,6,2009
75000,1092,MeadowV,4,1970
35311,480,IDOTRR,2,1949
135000,1229,Edwards,4,1956
238000,2127,SawyerW,7,1991
176500,1414,NAmes,6,1958
201000,1721,SawyerW,6,1994
145900,2200,Edwards,5,1900
169990,1316,Gilbert,6,2005
193000,1617,SawyerW,6,1993
207500,1686,NWAmes,6,1980
175000,1126,NWAmes,5,1977
285000,2374,NridgHt,8,2003
176000,1978,NWAmes,7,1968
236500,1788,CollgCr,8,2001
222000,2236,Gilbert,7,1997
201000,1466,Timber,8,2007
117500,925,NAmes,5,1965
320000,1905,Somerst,9,2006
190000,1500,CollgCr,7,2004
242000,2069,NAmes,7,1960
79900,747,BrkSide,4,1926
184900,1200,SawyerW,7,2003
253000,1971,Somerst,7,2005
239799,1962,CollgCr,7,2006
244400,2403,ClearCr,7,1940
150900,1728,Mitchel,6,1976
214000,2060,Gilbert,7,1999
150000,1440,Edwards,4,1977
143000,1632,Mitchel,5,1967
137500,1344,Timber,6,1958
124900,1869,OldTown,5,1890
143000,1144,NAmes,5,1959
270000,1629,Timber,8,2002
192500,1776,CollgCr,7,2002
197500,1381,NWAmes,6,1972
129000,864,NAmes,5,1950
119900,965,SawyerW,5,1965
133900,768,CollgCr,5,1972
172000,1968,Mitchel,5,1969
127500,980,Edwards,6,1975
145000,1958,Crawfor,6,1946
124000,1229,Blueste,6,1980
132000,1057,Sawyer,5,1962
185000,1337,CollgCr,7,2003
155000,1416,Somerst,7,1999
116500,858,BrkSide,5,1958
272000,2872,NWAmes,6,1977
155000,1548,NPkVill,6,1976
239000,1800,CollgCr,9,2007
214900,1894,Timber,7,2002
178900,1484,Gilbert,6,2005
160000,1308,Crawfor,5,1940
135000,1098,NAmes,5,1955
37900,968,OldTown,3,1910
140000,1095,NAmes,6,1958
135000,1192,NAmes,4,1949
173000,1626,NridgHt,7,2003
99500,918,SawyerW,6,1979
182000,1428,Somerst,7,2007
167500,2019,BrkSide,7,1910
165000,1382,Somerst,7,2000
85500,869,BrkSide,4,1923
199900,1241,Somerst,7,2006
110000,894,Edwards,4,1954
139000,1121,Sawyer,5,1963
178400,999,NAmes,7,1961
336000,2612,NoRidge,8,1998
159895,1266,Blmngtn,7,2007
255900,2290,CollgCr,8,2002
126000,1734,Mitchel,5,1977
125000,1164,Edwards,5,1950
117000,1635,OldTown,6,1910
395192,1940,NridgHt,9,2009
195000,2030,NWAmes,6,1976
197000,1576,Somerst,7,2006
348000,2392,NoRidge,8,1997
168000,1742,OldTown,8,1882
187000,1851,NAmes,6,1964
173900,1500,CollgCr,6,2005
337500,1718,NridgHt,10,2006
121600,1230,BrkSide,4,1946
136500,1050,NAmes,5,1961
185000,1442,NWAmes,6,1970
91000,1077,IDOTRR,3,1922
206000,1208,CollgCr,7,2006
82000,944,Edwards,3,1952
86000,691,OldTown,5,1920
232000,1574,Somerst,8,2006
136905,1680,NWAmes,5,1976
181000,1504,Blmngtn,7,2005
149900,985,CollgCr,5,1977
163500,1657,NAmes,6,1970
88000,1092,MeadowV,4,1970
240000,1710,Mitchel,7,2004
102000,1522,SWISU,5,1926
135000,1271,Sawyer,5,1948
100000,1664,Edwards,5,1965
165000,1502,Crawfor,6,1923
85000,1022,OldTown,5,1910
119200,1082,NAmes,6,1948
227000,1665,NWAmes,8,2001
203000,1504,CollgCr,7,1996
187500,1360,StoneBr,8,1984
160000,1472,Gilbert,7,1991
213490,1506,Blmngtn,7,2005
176000,1132,Edwards,4,2005
194000,1220,CollgCr,7,2006
87000,1248,OldTown,5,1930
191000,1504,Blmngtn,7,2005
287000,2898,Timber,8,1976
112500,882,CollgCr,5,1972
167500,1264,NAmes,5,1960
293077,1646,Timber,8,2007
105000,1376,NAmes,5,1941
118000,1218,BrDale,6,1972
160000,1928,SWISU,5,1916
197000,3082,SWISU,7,1920
310000,2520,NoRidge,8,1993
230000,1654,CollgCr,7,2002
119750,954,Crawfor,5,1938
84000,845,Edwards,4,1957
315500,1620,Timber,9,2007
287000,2263,CollgCr,8,2001
97000,1344,MeadowV,4,1970
80000,630,MeadowV,4,1970
155000,1803,Sawyer,5,1957
173000,1632,NWAmes,6,1966
196000,1306,NridgHt,6,2005
262280,2329,SawyerW,7,1990
278000,2524,NWAmes,8,1981
139600,1733,Edwards,3,1955
556581,2868,StoneBr,9,2005
145000,990,CollgCr,5,1994
115000,1771,Mitchel,5,1960
84900,930,Edwards,4,1946
176485,1302,Gilbert,7,2007
200141,1316,CollgCr,7,2007
165000,1977,NAmes,6,1964
144500,1526,Edwards,5,1957
255000,1989,CollgCr,8,2002
180000,1523,NWAmes,6,1976
185850,1364,NridgHt,7,2005
248000,1850,NoRidge,7,1994
335000,2184,NridgHt,9,2008
220000,1991,Crawfor,6,1932
213500,1338,StoneBr,8,2001
81000,894,IDOTRR,3,1935
90000,2337,OldTown,5,1900
110500,1103,OldTown,6,1925
154000,1154,NAmes,5,1966
328000,2260,ClearCr,7,1996
178000,1571,Gilbert,6,1993
167900,1611,NAmes,6,1964
151400,2521,MeadowV,6,1973
135000,893,NAmes,5,1949
135000,1048,NAmes,5,1956
154000,1556,NWAmes,6,1968
91500,1456,Edwards,5,1948
159500,1426,Edwards,6,1977
194000,1240,CollgCr,7,2006
219500,1740,Crawfor,7,1940
170000,1466,OldTown,5,1936
138800,1096,NAmes,5,1969
155900,848,CollgCr,6,2004
126000,990,CollgCr,5,1994
145000,1258,NWAmes,6,1971
133000,1040,Sawyer,5,1963
192000,1459,CollgCr,7,2002
160000,1251,NAmes,6,1964
187500,1498,Gilbert,6,1995
147000,996,SawyerW,6,1992
83500,1092,MeadowV,4,1973
252000,1953,Somerst,8,2005
137500,1709,Edwards,7,2004
197000,1247,Somerst,8,2005
92900,1040,NAmes,3,1950
160000,1252,Somerst,7,1999
136500,1694,SWISU,6,1925
146000,1200,NAmes,5,1965
129000,936,NAmes,5,1956
176432,1314,CollgCr,6,2006
127000,1355,IDOTRR,6,1914
170000,1088,StoneBr,8,1986
128000,1324,BrkSide,4,1936
157000,1601,NWAmes,7,1978
60000,438,SWISU,2,1920
119500,950,NAmes,5,1971
135000,1134,NAmes,5,1960
159500,1194,NAmes,6,1959
106000,1302,BrDale,5,1970
325000,2622,NoRidge,8,1994
179900,1442,SawyerW,7,1990
274725,2021,Gilbert,7,2006
181000,1690,Gilbert,6,2000
280000,1836,NridgHt,8,2004
188000,1658,Gilbert,6,1995
205000,1964,NWAmes,7,1976
129900,816,NAmes,5,1957
134500,1008,NAmes,5,1953
117000,833,OldTown,5,1954
318000,1734,NridgHt,8,2007
184100,1419,Gilbert,8,2002
130000,894,Sawyer,5,1967
140000,1601,Sawyer,5,1958
133700,1040,NAmes,5,1959
118400,1012,IDOTRR,6,1920
212900,1552,CollgCr,7,2005
112000,960,Edwards,4,1956
118000,698,Edwards,5,1947
163900,1482,Gilbert,7,1992
115000,1005,NAmes,4,1955
174000,1555,Blmngtn,7,2007
259000,1530,Gilbert,7,2004
215000,1959,Gilbert,7,2004
140000,936,OldTown,5,1980
135000,1981,SWISU,4,1928
93500,974,Mitchel,5,1991
117500,2210,OldTown,6,1880
239500,2020,SawyerW,8,1995
169000,1600,Gilbert,6,1997
102000,986,BrkSide,6,1926
119000,1252,NAmes,6,1950
94000,1020,Sawyer,5,1875
196000,1567,Mitchel,6,1977
144000,1167,BrkSide,5,1920
139000,952,NAmes,5,1951
197500,1868,NWAmes,5,1976
424870,2828,CollgCr,8,2006
80000,1006,Sawyer,5,1959
80000,924,Edwards,4,1941
149000,1576,BrkSide,5,1928
180000,1298,SawyerW,6,1985
174500,1564,Crawfor,7,1941
116900,1111,OldTown,7,1926
143000,1482,OldTown,7,1920
124000,932,NAmes,6,1950
149900,1466,Edwards,5,1959
230000,1811,Crawfor,6,1956
120500,816,IDOTRR,6,1930
201800,1820,NAmes,7,1965
218000,1437,Veenker,5,1976
179900,1265,NAmes,5,1965
230000,1314,NridgHt,7,2007
235128,1580,Somerst,8,2007
185000,1876,NWAmes,6,1974
146000,1456,NPkVill,6,1978
224000,1640,Crawfor,6,1954
129000,894,Sawyer,5,1968
108959,1258,Sawyer,4,1969
194000,1432,Veenker,5,1978
233170,1502,NridgHt,7,2009
245350,1694,CollgCr,8,2008
173000,1671,Gilbert,6,2000
235000,2108,Edwards,6,1935
625000,3627,NoRidge,10,1995
171000,1118,Mitchel,6,1977
163000,1261,NAmes,6,1958
171900,1250,Somerst,7,2006
200500,3086,ClearCr,5,1946
239000,2345,Crawfor,6,1932
285000,2872,NoRidge,8,1992
119500,923,Mitchel,5,1984
115000,1224,OldTown,6,1926
154900,1343,Crawfor,5,1921
93000,1124,Edwards,5,1954
250000,2514,Timber,7,1990
392500,1652,Crawfor,8,2008
745000,4476,NoRidge,10,1996
120000,1130,OldTown,5,1920
186700,1572,Timber,5,1963
104900,1221,Edwards,5,1924
95000,1699,OldTown,3,1900
262000,1624,NoRidge,8,1994
195000,1660,CollgCr,7,2002
189000,1804,Gilbert,7,1999
168000,1622,Mitchel,4,1961
174000,1441,Somerst,8,1999
125000,1472,OldTown,5,1925
165000,1224,Mitchel,6,1999
158000,1352,Sawyer,6,1969
176000,1456,Gilbert,6,2005
219210,1863,Gilbert,7,2006
144000,1690,OldTown,7,1916
178000,1212,CollgCr,7,2001
148000,1382,Sawyer,4,1963
116050,864,NAmes,4,1970
197900,1779,CollgCr,7,1998
117000,1348,BrkSide,5,1925
213000,1630,CollgCr,7,2000
153500,1074,NWAmes,5,1975
271900,2196,SawyerW,7,1990
107000,1056,SawyerW,4,1966
200000,1700,CollgCr,6,2003
140000,1283,NAmes,5,1962
290000,1660,Somerst,8,2006
189000,1845,SawyerW,6,1992
164000,1752,Gilbert,8,1988
113000,672,Edwards,4,1941
145000,960,Sawyer,4,1965
134500,999,NAmes,5,1962
125000,894,Sawyer,5,1966
112000,1902,Sawyer,6,1978
229456,1314,Somerst,8,2009
80500,912,BrkSide,4,1947
91500,1218,BrDale,6,1971
115000,912,NAmes,5,1964
134000,1211,Sawyer,5,1968
143000,1846,NAmes,6,1949
137900,2136,NAmes,5,1951
184000,1490,Gilbert,7,2004
145000,1138,NAmes,6,1958
214000,1933,Somerst,6,2007
147000,912,NAmes,5,1965
367294,1702,NridgHt,9,2008
127000,1507,NAmes,5,1960
190000,2620,Sawyer,5,1977
132500,1190,NAmes,5,1962
101800,1224,NAmes,4,1962
142000,1188,NAmes,5,1959
130000,1964,SWISU,5,1911
138887,1784,Crawfor,5,1914
175500,1626,NridgHt,7,2003
195000,1948,CollgCr,7,2004
142500,1141,SawyerW,6,2005
265900,1484,Timber,8,2006
224900,1768,CollgCr,7,2003
248328,1689,Somerst,7,2007
170000,1173,NWAmes,7,1974
465000,2076,NridgHt,10,2006
230000,1517,Crawfor,8,1929
178000,1868,NWAmes,6,1984
186500,1553,Somerst,7,2005
169900,1034,Mitchel,6,1976
129500,2058,OldTown,6,1917
119000,988,NAmes,5,1950
244000,2110,NAmes,7,1968
171750,1405,NridgHt,7,2003
130000,874,Mitchel,5,1968
294000,2167,Veenker,7,1974
165400,1656,Edwards,7,2003
127500,1367,BrkSide,6,1931
301500,1987,NoRidge,8,1994
99900,864,Edwards,5,1922
190000,1166,Gilbert,7,2005
151000,1054,NAmes,6,1969
181000,1675,Gilbert,6,1999
128900,1050,NAmes,5,1956
161500,1788,ClearCr,4,1957
180500,1824,BrkSide,6,1919
181000,1337,NAmes,6,1998
183900,1452,Somerst,7,1999
122000,1889,OldTown,7,1910
378500,2018,Timber,9,2008
381000,3447,Crawfor,8,1935
144000,1524,NAmes,5,1958
260000,1524,ClearCr,7,1979
185750,1489,NWAmes,6,1968
137000,935,Sawyer,5,1965
177000,1357,Edwards,6,1959
139000,1250,Crawfor,5,1910
137000,1920,NAmes,5,1948
162000,1395,NWAmes,6,1972
197900,1724,NWAmes,6,1967
237000,2031,CollgCr,8,2002
68400,1128,IDOTRR,4,1920
227000,1573,CollgCr,7,2002
180000,1339,Timber,7,1990
150500,1040,CollgCr,5,1977
139000,1824,Mitchel,6,1971
169000,2447,SWISU,6,1919
132500,1412,BrkSide,6,1939
143000,1328,NWAmes,6,1963
190000,1582,ClearCr,5,1964
278000,1659,StoneBr,8,2000
281000,1970,NridgHt,8,2006
180500,1152,NAmes,5,1964
119500,1302,BrDale,5,1972
107500,2372,OldTown,5,1892
162900,1664,NWAmes,7,1976
115000,864,Edwards,5,1955
138500,1052,NAmes,5,1968
155000,1128,NAmes,5,1963
140000,1072,Edwards,6,2005
160000,5642,Edwards,10,2008
154000,1246,NAmes,5,1959
225000,1983,Gilbert,7,1999
177500,1494,Crawfor,6,1942
290000,2526,NoRidge,8,1994
232000,1616,Somerst,7,2005
130000,1708,Edwards,7,2004
325000,1652,NridgHt,9,2006
202500,1368,NridgHt,7,2005
138000,990,CollgCr,5,1994
147000,1122,OldTown,5,1948
179200,1294,SawyerW,6,1991
335000,1902,Crawfor,7,1959
203000,1274,CollgCr,7,2005
302000,2810,NoRidge,8,1990
333168,2599,NoRidge,9,1999
119000,948,Edwards,4,1954
206900,2112,NAmes,6,1969
295493,1630,CollgCr,8,2008
208900,1352,Somerst,7,2006
275000,1787,CollgCr,8,2001
111000,948,Edwards,4,1954
156500,1478,NAmes,6,1957
72500,720,BrkSide,3,1949
190000,1923,NoRidge,7,1992
82500,708,BrkSide,4,1940
147000,1795,Somerst,8,2006
55000,796,IDOTRR,4,1922
79000,774,Edwards,3,1931
130500,816,Mitchel,5,1982
256000,2792,OldTown,6,1920
176500,1632,Gilbert,7,1998
227000,1588,Somerst,8,2006
132500,954,CollgCr,5,1976
100000,816,Edwards,4,1938
125500,1360,IDOTRR,5,1938
125000,1365,BrDale,5,1970
167900,1334,NWAmes,6,1977
135000,1656,NWAmes,5,1973
52500,693,OldTown,4,1941
200000,1861,CollgCr,7,2002
128500,864,CollgCr,5,1972
123000,872,NAmes,4,1971
155000,1114,SawyerW,6,2003
228500,2169,CollgCr,8,2002
177000,1913,Crawfor,6,1928
155835,1456,CollgCr,7,2006
108500,960,OldTown,4,1920
262500,2156,NWAmes,7,1968
283463,1776,Timber,8,2006
215000,1494,SawyerW,7,1998
122000,2358,OldTown,8,1872
200000,2634,NAmes,5,1969
171000,1716,NAmes,6,1962
134900,1176,BrkSide,6,1937
410000,3238,NoRidge,8,1995
235000,1865,CollgCr,7,2000
170000,1920,NWAmes,7,1968
110000,892,NAmes,5,1966
149900,1078,NAmes,5,1971
177500,1573,Somerst,6,2000
315000,1980,NridgHt,9,2004
189000,2601,SWISU,5,1921
260000,1530,StoneBr,7,2005
104900,1738,NAmes,4,1920
156932,1412,Gilbert,6,2006
144152,1200,Somerst,7,2005
216000,1674,Somerst,7,2000
193000,1790,CollgCr,7,1999
127000,1475,MeadowV,5,1977
144000,848,CollgCr,6,2003
232000,1668,CollgCr,8,2003
105000,1374,OldTown,4,1920
165500,1661,NAmes,6,1955
274300,2097,CollgCr,7,1998
466500,2633,NoRidge,10,2001
250000,1958,Somerst,7,2005
239000,1571,Timber,8,2007
91000,790,SWISU,6,1930
117000,1604,Edwards,5,1941
83000,987,BrDale,6,1973
167500,1394,Timber,5,2006
58500,864,Edwards,3,1914
237500,2117,NAmes,6,1970
157000,1762,OldTown,7,1920
112000,1416,Sawyer,5,1918
105000,1258,Edwards,6,1939
125500,1154,IDOTRR,4,1922
250000,2784,NWAmes,7,1978
136000,2526,OldTown,6,1916
377500,1746,Gilbert,9,2006
131000,1218,BrkSide,6,1941
235000,1525,CollgCr,7,2000
124000,1584,NAmes,5,1967
123000,900,NAmes,5,1967
163000,1912,OldTown,6,1905
246578,1500,Blmngtn,7,2006
281213,2482,Timber,8,2005
160000,1687,Timber,5,1948
137500,1513,BrkSide,5,1920
138000,1904,NAmes,5,1950
137450,1608,SWISU,6,1925
120000,1158,BrkSide,6,1929
193000,1593,Gilbert,6,2004
193879,1294,CollgCr,7,2006
282922,1464,Somerst,8,2007
105000,1214,OldTown,3,1915
275000,1646,Crawfor,8,2004
133000,768,CollgCr,5,1972
112000,833,Mitchel,5,1985
125500,1363,OldTown,4,1910
215000,2093,NWAmes,7,1986
230000,1840,CollgCr,7,2001
140000,1668,NAmes,6,1950
90000,1040,NAmes,4,1949
257000,1844,SawyerW,8,2005
207000,1848,BrkSide,6,1923
175900,1569,Blmngtn,7,2007
122500,2290,OldTown,4,1885
340000,2450,NoRidge,8,1998
124000,1144,NAmes,5,1963
223000,1844,Crawfor,6,1969
179900,1416,NWAmes,6,1968
127500,1069,NPkVill,6,1977
136500,848,CollgCr,6,2003
274970,2201,Edwards,6,1966
144000,1344,NAmes,5,1958
142000,1252,NAmes,6,1959
271000,2127,NoRidge,7,1994
140000,1558,NAmes,5,1945
119000,804,OldTown,5,1940
182900,1440,NWAmes,6,1981
192140,1838,Gilbert,5,2005
143750,958,NPkVill,6,1976
64500,968,OldTown,4,1927
186500,1792,Gilbert,6,2000
160000,1126,Mitchel,5,1977
174000,1537,NAmes,6,1962
120500,864,NAmes,4,1971
394617,1932,NridgHt,8,2008
149700,1236,OldTown,6,1957
197000,1725,NWAmes,7,1979
191000,2555,Crawfor,6,1922
149300,848,CollgCr,6,2004
310000,2007,Somerst,10,2008
121000,952,BrkSide,6,1916
179600,1422,CollgCr,7,2004
129000,913,Sawyer,6,1966
157900,1188,Mitchel,5,1962
240000,2090,CollgCr,8,1995
112000,1346,Edwards,4,1910
92000,630,MeadowV,5,1970
136000,1792,NAmes,5,1974
287090,1578,Somerst,8,2008
145000,1072,Edwards,5,2005
84500,1140,Mitchel,5,2006
185000,1221,Somerst,7,2004
175000,1647,Gilbert,6,1999
210000,2073,NWAmes,6,1978
266500,2340,Crawfor,7,1941
142125,1078,NAmes,5,1950
147500,1256,Edwards,5,1965
